9167,8317,8183,6828,19677,11597,7514
9150,8280,8048,6764,19767,11252,7348
9156,8299,8122,6774,20215,11582,7476
9193,8322,8240,6831,20862,11876,7570
9205,8318,8323,6813,21420,11909,7568
9177,8287,8232,6783,21072,11974,7586
9177,8284,8129,6797,20586,11905,7566
9217,8351,8331,6977,20086,12410,7867
9176,8303,8184,6834,19031,11490,7471
9177,8312,8198,6850,19574,11633,7534
9162,8282,8163,6778,19586,11674,7511
9164,8309,8158,6758,19751,11535,7469
9155,8278,8184,6744,19717,11571,7450
9183,8308,8196,6758,20475,11586,7446
9163,8298,8123,6744,20667,11719,7491
9158,8271,8117,6740,20440,11681,7476
9222,8335,8201,6931,19546,11780,7663
9151,8281,8039,6753,17560,11001,7263
9191,8316,8094,6807,19098,11399,7452
9141,8239,8062,6725,19111,11435,7418
9164,8298,8209,6857,19308,11684,7545
9151,8286,8066,6710,18858,11359,7379
9140,8232,7967,6635,19230,11283,7295
9148,8256,8046,6698,19800,11381,7356
9162,8269,8090,6684,19993,11458,7386
9138,8248,7979,6781,17765,10704,7184
9157,8264,8044,6798,17511,10684,7170
9172,8265,8080,6799,18707,11231,7332
9152,8250,8009,6705,19088,11084,7281
9141,8252,8101,6797,18537,11453,7436
9163,8300,8126,6805,19535,11440,7445
9137,8216,7882,6568,19103,11021,7169
9148,8271,8100,6763,19461,11444,7399
9174,8281,7936,6765,17784,10659,7167
9159,8272,8037,6758,18012,10781,7203
9159,8261,8042,6748,19251,11157,7273
9186,8289,8163,6878,18852,11639,7536
9146,8247,8009,6738,18093,10974,7246
9171,8288,8226,6890,18653,11855,7619
9176,8286,8121,6798,20009,11595,7455
9184,8293,8056,6788,19243,11297,7359
9146,8246,7986,6722,19049,10969,7218
9141,8274,8015,6743,19404,11400,7365
9159,8286,8171,6856,18800,11819,7565
9156,8258,8061,6773,18050,11092,7326
9184,8243,8011,6692,20268,11552,7390
9168,8253,8068,6684,20725,11625,7375
9133,8218,7973,6646,19902,11212,7237
9145,8264,8097,6750,19783,11528,7409
9139,8201,7842,6555,18735,10828,7135
9120,8176,7832,6542,19364,10875,7119
9133,8203,7922,6571,20471,11088,7175
9146,8222,7962,6619,19844,11063,7200
9153,8220,7891,6581,18819,10930,7162
9122,8216,7827,6567,18448,10732,7097
9131,8210,7938,6588,19469,11005,7158
9148,8259,8016,6732,18625,10927,7242
9087,8163,7610,6519,17688,10882,7104
9110,8182,7569,6490,17537,10913,7126
9088,8159,7579,6500,17796,10986,7136
9100,8158,7607,6551,17858,11026,7189
9083,8152,7590,6511,17857,10993,7114
9103,8165,7605,6565,16430,10706,7130
9091,8147,7570,6493,17147,10697,7041
