9196,8353,8023,6959,17059,11666,7727
9184,8301,7972,6835,17649,11325,7534
9252,8397,8118,7048,17474,12070,7999
9273,8409,8122,7122,16856,12149,8105
9224,8380,8007,6968,16624,11647,7809
9191,8298,7969,6835,17564,11450,7600
9200,8268,7887,6763,18048,11091,7420
9268,8399,7944,6981,17129,12050,8053
9251,8376,7990,6910,17953,11953,7915
9227,8389,8169,7101,17359,11423,7734
9256,8430,8222,7105,17790,12125,8050
9248,8410,8189,7100,17267,12230,8120
9307,8459,8225,7233,17374,12697,8359
9274,8419,8088,7080,16845,12038,8071
9212,8334,7991,6885,17722,11285,7563
9224,8332,8061,6950,18900,10897,7328
9226,8397,8124,7047,18546,11070,7508
9228,8363,8085,6943,19065,11310,7575
9268,8422,8143,7100,17209,12465,8373
9397,8599,8301,7354,17688,12842,8726
9207,8343,8076,6909,17328,11664,7731
9184,8379,8135,6992,16737,11234,7608
9204,8358,8094,6938,17149,11270,7585
9236,8415,8171,7075,17111,11559,7808
9265,8448,8261,7207,17186,11918,8088
9261,8434,8298,7191,17622,12418,8234
9312,8485,8344,7243,17756,12851,8427
9346,8503,8245,7245,17471,12712,8559
9214,8323,8122,7001,18096,11646,7747
9156,8304,7932,6823,18204,10935,7347
9211,8374,8143,7048,18704,10957,7395
9211,8364,8084,6974,17907,11352,7582
9270,8431,8126,7070,17473,12496,8148
9330,8480,8315,7347,17443,12882,8734
9200,8336,8030,6883,17145,11586,7686
9192,8334,8041,6894,16636,11335,7624
9214,8339,8039,6929,16685,11139,7545
9194,8346,8115,6942,17066,11255,7546
9203,8357,8120,6946,17433,11289,7571
9214,8346,8084,6941,17369,11285,7587
9229,8382,8107,7024,17150,11491,7786
9267,8414,8196,7100,17078,11837,7996
9253,8410,8220,7074,17446,12087,8074
9270,8428,8247,7090,17953,12333,8165
9369,8530,8305,7248,18090,12687,8528
9332,8470,8219,7137,18178,12752,8493
9199,8335,8017,6863,18022,11686,7726
9188,8314,7987,6845,17598,11352,7561
9179,8297,7930,6816,17390,11215,7514
9174,8300,7954,6830,17267,11501,7592
9206,8349,8046,6888,17485,11427,7619
9192,8320,8126,6896,17719,11495,7605
9175,8298,8068,6853,18033,11282,7512
9192,8344,8089,7012,17200,10865,7473
9206,8348,8070,6973,16756,11084,7569
9223,8373,8080,6999,16662,11444,7739
9191,8348,8106,6984,16860,11575,7763
9189,8348,8089,6977,17111,11412,7678
9231,8374,8108,6997,17321,11422,7696
9272,8399,8181,7051,17159,11707,7890
9290,8448,8282,7141,17589,12084,8126
9255,8408,8283,7114,17819,12130,8099
9236,8423,8255,7053,18083,12061,8013
9288,8422,8308,7155,18389,12455,8221
9297,8438,8270,7136,18517,12519,8188
9269,8418,8187,7086,18332,12305,8073
9223,8383,8136,7002,17753,12012,7916
9166,8269,7938,6791,17267,11356,7521
9165,8225,7768,6643,17731,11082,7295
9154,8266,7883,6708,17641,11275,7425
9151,8223,7835,6652,17244,10923,7256
9156,8251,7889,6709,17282,10872,7248
9195,8328,8059,6901,17551,10876,7365
9214,8308,8024,6915,17025,11107,7486
9192,8328,8045,6893,17132,11407,7610
9230,8380,8115,7023,17184,11533,7712
9213,8349,8100,6947,17041,11462,7658
9218,8365,8097,6997,16806,11546,7735
9167,8319,8076,6985,16695,11482,7736
9258,8398,8118,7103,17001,11447,7780
9274,8455,8302,7118,17904,11920,8012
9222,8369,8074,6937,18012,11596,7737
9273,8432,8208,7095,17852,12153,8151
9239,8378,8155,6969,17954,12109,7977
9235,8357,8195,6999,18267,12065,7906
9299,8462,8351,7201,18104,12412,8202
9267,8432,8328,7194,17700,12294,8120
9186,8312,7955,6846,16477,11179,7502
9103,8187,7647,6568,16692,10944,7253
9176,8236,7837,6697,17052,11048,7353
9139,8224,7750,6601,17200,10752,7163
9158,8235,7802,6637,16663,10731,7173
9416,8586,8457,7421,17807,12463,8686
9412,8610,8409,7426,17340,12526,8793
9295,8467,8278,7180,17232,11857,8197
9248,8351,8074,6958,17196,11437,7791
9239,8394,8111,6991,17395,11708,7888
9233,8392,8102,6994,17270,11436,7773
